source_line	algorithm_step_and_pseudocode_line
2030	Algorithm A17 / step A17.09 / pseudocode line 324
2031	Algorithm A17 / step A17.09 / pseudocode line 324
2032	Algorithm A17 / step A17.10 / pseudocode line 325
2033	Algorithm A17 / step A17.10 / pseudocode line 325
2034	Algorithm A17 / step A17.10 / pseudocode line 325
2035	Algorithm A17 / step A17.10 / pseudocode line 325
2036	Algorithm A17 / step A17.10 / pseudocode line 325
2037	Algorithm A17 / step A17.10 / pseudocode line 325
2038	Algorithm A17 / step A17.10 / pseudocode line 325
2039	Algorithm A17 / step A17.10 / pseudocode line 325
2040	Algorithm A17 / step A17.10 / pseudocode line 325
2041	Algorithm A17 / step A17.10 / pseudocode line 325
2042	Algorithm A17 / step A17.10 / pseudocode line 325
2043	Algorithm A17 / step A17.10 / pseudocode line 325
2044	Algorithm A17 / step A17.10 / pseudocode line 325
2045	Algorithm A17 / step A17.10 / pseudocode line 325
2046	Algorithm A17 / step A17.10 / pseudocode line 325
2047	Algorithm A17 / step A17.10 / pseudocode line 325
2048	Algorithm A17 / step A17.10 / pseudocode line 325
2049	Algorithm A17 / step A17.10 / pseudocode line 325
2050	Algorithm A17 / step A17.11 / pseudocode line 326
2051	Algorithm A17 / step A17.11 / pseudocode line 326
2052	Algorithm A17 / step A17.11 / pseudocode line 326
2053	Algorithm A17 / step A17.11 / pseudocode line 326
2054	Algorithm A17 / step A17.11 / pseudocode line 326
2055	Algorithm A17 / step A17.11 / pseudocode line 326
2056	Algorithm A17 / step A17.11 / pseudocode line 326
2057	Algorithm A17 / step A17.11 / pseudocode line 326
2058	Algorithm A17 / step A17.11 / pseudocode line 326
2059	Algorithm A17 / step A17.11 / pseudocode line 326
2060	Algorithm A17 / step A17.11 / pseudocode line 326
2061	Algorithm A17 / step A17.12 / pseudocode line 327
2062	Algorithm A17 / step A17.12 / pseudocode line 327
2063	Algorithm A17 / step A17.12 / pseudocode line 327
2064	Algorithm A17 / step A17.12 / pseudocode line 327
2065	Algorithm A17 / step A17.12 / pseudocode line 327
2066	Algorithm A17 / step A17.12 / pseudocode line 327
2067	Algorithm A17 / step A17.12 / pseudocode line 327
2068	Algorithm A17 / step A17.12 / pseudocode line 327
2069	Algorithm A17 / step A17.12 / pseudocode line 327
2070	Algorithm A17 / step A17.12 / pseudocode line 327
2071	Algorithm A17 / step A17.12 / pseudocode line 327
2072	Algorithm A17 / step A17.12 / pseudocode line 327
2073	Algorithm A17 / step A17.12 / pseudocode line 327
2074	Algorithm A17 / step A17.12 / pseudocode line 327
2075	Algorithm A17 / step A17.12 / pseudocode line 327
2076	Algorithm A17 / step A17.13 / pseudocode line 328
2077	Algorithm A17 / step A17.13 / pseudocode line 328
2078	Algorithm A17 / step A17.14 / pseudocode line 329
2079	Algorithm A17 / step A17.14 / pseudocode line 329
2080	Algorithm A17 / step A17.14 / pseudocode line 329
2081	Algorithm A17 / step A17.14 / pseudocode line 329
2082	Algorithm A17 / step A17.14 / pseudocode line 329
2083	Algorithm A17 / step A17.14 / pseudocode line 329
2084	Algorithm A17 / step A17.14 / pseudocode line 329
2085	Algorithm A17 / step A17.14 / pseudocode line 329
2086	Algorithm A17 / step A17.14 / pseudocode line 329
2087	Algorithm A17 / step A17.15 / pseudocode line 330
2088	Algorithm A17 / step A17.15 / pseudocode line 330
2089	Algorithm A17 / step A17.15 / pseudocode line 330
2090	Algorithm A17 / step A17.15 / pseudocode line 330
2091	Algorithm A17 / step A17.15 / pseudocode line 330
2092	Algorithm A17 / step A17.15 / pseudocode line 330
2093	Algorithm A17 / step A17.15 / pseudocode line 330
2094	Algorithm A17 / step A17.15 / pseudocode line 330
2095	Algorithm A17 / step A17.15 / pseudocode line 330
2096	Algorithm A17 / step A17.15 / pseudocode line 330
2097	Algorithm A17 / step A17.15 / pseudocode line 330
2098	Algorithm A17 / step A17.16 / pseudocode line 331
2099	Algorithm A17 / step A17.16 / pseudocode line 331
2100	Algorithm A17 / step A17.16 / pseudocode line 331
2101	Algorithm A17 / step A17.16 / pseudocode line 331
2102	Algorithm A17 / step A17.16 / pseudocode line 331
2103	Algorithm A17 / step A17.16 / pseudocode line 331
2104	Algorithm A17 / step A17.16 / pseudocode line 331
2105	Algorithm A17 / step A17.17 / pseudocode line 332
2106	Algorithm A17 / step A17.17 / pseudocode line 332
2107	Algorithm A17 / step A17.17 / pseudocode line 332
2108	Algorithm A17 / step A17.17 / pseudocode line 332
2109	Algorithm A17 / step A17.17 / pseudocode line 332
2110	Algorithm A17 / step A17.17 / pseudocode line 332
2111	Algorithm A17 / step A17.17 / pseudocode line 332
2112	Algorithm A17 / step A17.17 / pseudocode line 332
2113	Algorithm A17 / step A17.17 / pseudocode line 332
2114	Algorithm A17 / step A17.17 / pseudocode line 332
2115	Algorithm A17 / step A17.17 / pseudocode line 332
2116	Algorithm A17 / step A17.17 / pseudocode line 332
2117	Algorithm A17 / step A17.17 / pseudocode line 332
2118	Algorithm A17 / step A17.17 / pseudocode line 332
2119	Algorithm A17 / step A17.17 / pseudocode line 332
2120	Algorithm A17 / step A17.17 / pseudocode line 332
2121	Algorithm A17 / step A17.17 / pseudocode line 332
2122	Algorithm A17 / step A17.17 / pseudocode line 332
2123	Algorithm A17 / step A17.17 / pseudocode line 332
2124	Algorithm A17 / step A17.17 / pseudocode line 332
2125	Algorithm A17 / step A17.17 / pseudocode line 332
2126	Algorithm A17 / step A17.17 / pseudocode line 332
2127	Algorithm A17 / step A17.17 / pseudocode line 332
2128	Algorithm A17 / step A17.17 / pseudocode line 332
2129	Algorithm A17 / step A17.17 / pseudocode line 332
2130	Algorithm A17 / step A17.18 / pseudocode line 333
2131	Algorithm A17 / step A17.18 / pseudocode line 333
2132	Algorithm A17 / step A17.18 / pseudocode line 333
2133	Algorithm A17 / step A17.18 / pseudocode line 333
2134	Algorithm A17 / step A17.18 / pseudocode line 333
2135	Algorithm A17 / step A17.18 / pseudocode line 333
2136	Algorithm A17 / step A17.18 / pseudocode line 333
2137	Algorithm A17 / step A17.18 / pseudocode line 333
2138	Algorithm A17 / step A17.19 / pseudocode line 334
2139	Algorithm A17 / step A17.19 / pseudocode line 334
2140	Algorithm A17 / step A17.19 / pseudocode line 334
2141	Algorithm A17 / step A17.19 / pseudocode line 334
2142	Algorithm A17 / step A17.19 / pseudocode line 334
2143	Algorithm A17 / step A17.19 / pseudocode line 334
2144	Algorithm A17 / step A17.19 / pseudocode line 334
2145	Algorithm A17 / step A17.19 / pseudocode line 334
2146	Algorithm A17 / step A17.19 / pseudocode line 334
2147	Algorithm A17 / step A17.19 / pseudocode line 334
2148	Algorithm A17 / step A17.19 / pseudocode line 334
2149	Algorithm A17 / step A17.19 / pseudocode line 334
